SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,1835 19th Ave Unit A,San Francisco,CA,94122,1195000,3,2.0,San Francisco,1483,3000,2005,10,806,,Active,,,http://www.redfin.com/CA/San-Francisco/1835-19th-Ave-94122/unit-A/home/174621826,San Francisco MLS,421525827,N,Y,37.7535413,-122.4766593
MLS Listing,,Condo/Co-op,839 Hayes St,San Francisco,CA,94117,1595000,4,1.5,San Francisco,1997,3444,,10,799,,Active,,,http://www.redfin.com/CA/San-Francisco/839-Hayes-St-94117/home/40628987,San Francisco MLS,421525790,N,Y,37.7757504,-122.4302457
MLS Listing,,Condo/Co-op,175 Bluxome St #232,SAN FRANCISCO,CA,94107,785000,2,1.0,SAN FRANCISCO,874,,1998,10,898,561,Active,,,http://www.redfin.com/CA/San-Francisco/175-Bluxome-St-94107/unit-232/home/12397921,MLSListings,ML81832790,N,Y,37.7743789,-122.3995747
MLS Listing,,Multi-Family (2-4 Unit),811 Oak St,San Francisco,CA,94117,4495000,18,10.0,San Francisco,5725,2548,1900,10,785,,Active,,,http://www.redfin.com/CA/San-Francisco/811-Oak-St-94117/home/581165,San Francisco MLS,421525864,N,Y,37.7734934,-122.4326977
MLS Listing,,Single Family Residential,1125 Rhode Island St,San Francisco,CA,94107,1559000,3,1.5,San Francisco,2190,2500,1900,10,712,,Active,,,http://www.redfin.com/CA/San-Francisco/1125-Rhode-Island-St-94107/home/1896003,San Francisco MLS,421524638,N,Y,37.7555487,-122.4014082
MLS Listing,,Condo/Co-op,2170 Harrison St #4,San Francisco,CA,94110,980000,1,1.5,San Francisco,1049,6554,1997,10,934,472,Active,,,http://www.redfin.com/CA/San-Francisco/2170-Harrison-St-94110/unit-4/home/12395664,San Francisco MLS,421525596,N,Y,37.7625481,-122.4132387
MLS Listing,,Single Family Residential,1930 Pine St,San Francisco,CA,94109,4350000,4,4.5,San Francisco,3170,2099,2014,10,1372,,Active,,,http://www.redfin.com/CA/San-Francisco/1930-Pine-St-94109/home/570037,San Francisco MLS,421522793,N,Y,37.7888742,-122.4284945
MLS Listing,,Condo/Co-op,401 Harrison St Unit 43A,San Francisco,CA,94105,1750000,2,2.0,San Francisco,1078,,2014,10,1623,1356,Active,,,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-43A/home/144064330,San Francisco MLS,421525772,N,Y,37.7864989,-122.3921487
MLS Listing,,Condo/Co-op,1332 Chestnut St,San Francisco,CA,94123,1895000,3,2.5,San Francisco,1770,3781,1982,10,1071,727,Active,,,http://www.redfin.com/CA/San-Francisco/1332-Chestnut-St-94123/home/940746,San Francisco MLS,421525066,N,Y,37.80248,-122.425424
MLS Listing,,Condo/Co-op,207 King St #411,San Francisco,CA,94107,1539000,1,2.0,San Francisco,1461,21096,2007,10,1053,940,Active,,,http://www.redfin.com/CA/San-Francisco/207-King-St-94107/unit-411/home/12278052,San Francisco MLS,421519960,N,Y,37.7775275,-122.3916855
MLS Listing,,Single Family Residential,3259 - 3261 Clay St,San Francisco,CA,94115,8995000,6,6.5,San Francisco,6000,3681,1912,10,1499,,Active,,,http://www.redfin.com/CA/San-Francisco/3259-Clay-St-94115/home/1872257,San Francisco MLS,421522100,N,Y,37.788868,-122.4465838
MLS Listing,,Condo/Co-op,53 28th St,San Francisco,CA,94110,849000,1,1.0,San Francisco,919,2964,,10,924,,Active,,,http://www.redfin.com/CA/San-Francisco/53-28th-St-94110/home/1647556,San Francisco MLS,421525609,N,Y,37.7452705,-122.4233124
MLS Listing,,Condo/Co-op,857 Fell St,San Francisco,CA,94117,1395000,3,2.0,San Francisco,1751,3391,1917,10,797,300,Active,,,http://www.redfin.com/CA/San-Francisco/857-Fell-St-94117/home/1956928,San Francisco MLS,421523775,N,Y,37.774505,-122.431884
MLS Listing,,Single Family Residential,1400 Golden Gate Ave,San Francisco,CA,94115,2495000,4,3.5,San Francisco,3260,11243,1885,10,765,344,Active,,,http://www.redfin.com/CA/San-Francisco/1400-Golden-Gate-Ave-94115/home/1059832,San Francisco MLS,421525499,N,Y,37.7795061,-122.4337916
MLS Listing,,Multi-Family (2-4 Unit),2209 Lincoln Way,San Francisco,CA,94122,1565000,4,2.0,San Francisco,2400,2500,,10,652,,Active,,,http://www.redfin.com/CA/San-Francisco/2209-Lincoln-Way-94122/home/1927235,San Francisco MLS,421525415,N,Y,37.7649813,-122.4818012
MLS Listing,,Condo/Co-op,11 Kenneth Rexroth Pl,San Francisco,CA,94133,1280000,2,2.0,San Francisco,1035,1330,1911,10,1237,150,Active,,,http://www.redfin.com/CA/San-Francisco/11-Kenneth-Rexroth-Pl-94133/home/28935690,San Francisco MLS,421525645,N,Y,37.7982752,-122.4080257
MLS Listing,,Condo/Co-op,501 Beale St Unit 12E,San Francisco,CA,94105,799000,1,1.0,San Francisco,759,,2006,10,1053,1018,Active,,,http://www.redfin.com/CA/San-Francisco/501-Beale-St-94105/unit-12E/home/22886337,San Francisco MLS,421525339,N,Y,37.7862533,-122.3891164
MLS Listing,,Condo/Co-op,3590 20th St #507,San Francisco,CA,94110,2295000,3,3.0,San Francisco,1671,11105,2015,10,1373,665,Active,,,http://www.redfin.com/CA/San-Francisco/3590-20th-St-94110/unit-507/home/79870143,San Francisco MLS,421525306,N,Y,37.7587508,-122.4209777
MLS Listing,,Condo/Co-op,1746 Bay St,San Francisco,CA,94123,2750000,3,2.0,San Francisco,2135,,1937,10,1288,350,Active,,,http://www.redfin.com/CA/San-Francisco/1746-Bay-St-94123/home/40011597,San Francisco MLS,512037,N,Y,37.8030751,-122.4358453
MLS Listing,,Multi-Family (2-4 Unit),483 - 485 28th St,San Francisco,CA,94131,2325000,5,3.0,San Francisco,2428,2779,1955,10,958,,Active,,,http://www.redfin.com/CA/San-Francisco/483-28th-St-94131/home/1095651,San Francisco MLS,421524810,N,Y,37.7447907,-122.4331321
MLS Listing,,Condo/Co-op,54 - 56 Elizabeth St #56,San Francisco,CA,94110,745000,2,1.0,San Francisco,709,2850,1900,10,,348,Active,,,http://www.redfin.com/CA/San-Francisco/54-Elizabeth-St-94110/unit-56/home/173374834,MetroList,421525598,N,Y,37.7530439,-122.4224448
MLS Listing,,Condo/Co-op,999 Wisconsin St #8,San Francisco,CA,94107,1259000,3,2.0,San Francisco,1906,9187,1988,10,661,591,Active,,,http://www.redfin.com/CA/San-Francisco/999-Wisconsin-St-94107/unit-8/home/1370559,San Francisco MLS,421524641,N,Y,37.7549789,-122.3984038
MLS Listing,,Multi-Family (5+ Unit),1069 Capp St,San Francisco,CA,94110,1995000,5,4.0,San Francisco,3737,2777,,10,534,,Active,,,http://www.redfin.com/CA/San-Francisco/1069-Capp-St-94110/home/109464713,San Francisco MLS,421521996,N,Y,37.7496209,-122.4168042
MLS Listing,,Single Family Residential,2454 - A Bush St,San Francisco,CA,94115,2695000,2,2.0,San Francisco,,2677,1880,10,,,Active,,,http://www.redfin.com/CA/San-Francisco/2454A-Bush-St-94115/home/174615988,San Francisco MLS,506872,N,Y,37.786917,-122.437799
MLS Listing,,Condo/Co-op,1495 Valencia St #4,San Francisco,CA,94110,1795000,3,3.0,San Francisco,1441,,2009,10,1246,404,Active,,,http://www.redfin.com/CA/San-Francisco/1495-Valencia-St-94110/unit-4/home/21963281,San Francisco MLS,514620,N,Y,37.7491382,-122.4200286
MLS Listing,,Vacant Land,350 Octavia St,SAN FRANCISCO,CA,94102,3350000,,,SAN FRANCISCO,,2178,,10,,,Active,,,http://www.redfin.com/CA/San-Francisco/350-Octavia-St-94102/home/169566615,MLSListings,ML81832658,N,Y,37.775532,-122.424014
MLS Listing,,Single Family Residential,3581 Clay St,San Francisco,CA,94118,6895000,4,4.5,San Francisco,3882,,,10,1776,,Active,,,http://www.redfin.com/CA/San-Francisco/3581-Clay-St-94118/home/1117709,San Francisco MLS,421525368,N,Y,37.788258,-122.451678
MLS Listing,,Single Family Residential,50 Hopkins Ave,San Francisco,CA,94131,2495000,3,3.0,San Francisco,2098,1315,1958,10,1189,,Active,,,http://www.redfin.com/CA/San-Francisco/50-Hopkins-Ave-94131/home/679118,San Francisco MLS,421524868,N,Y,37.7531816,-122.4444901
MLS Listing,,Condo/Co-op,460 Francisco St #302,San Francisco,CA,94133,720000,1,1.0,San Francisco,585,,1982,10,1231,273,Active,,,http://www.redfin.com/CA/San-Francisco/460-Francisco-St-94133/unit-302/home/1424818,San Francisco MLS,421524393,N,Y,37.8049401,-122.4128236
MLS Listing,,Single Family Residential,1214 Bowdoin St,San Francisco,CA,94134,1049000,2,1.0,San Francisco,,1750,1951,10,,,Active,,,http://www.redfin.com/CA/San-Francisco/1214-Bowdoin-St-94134/home/1576722,San Francisco MLS,421522986,N,Y,37.7207484,-122.4085989
MLS Listing,,Condo/Co-op,425 1st St #2801,San Francisco,CA,94105,1795000,2,,San Francisco,1042,56024,2008,10,1723,1123,Active,,,http://www.redfin.com/CA/San-Francisco/425-1st-St-94105/unit-2801/home/17306457,San Francisco MLS,421522097,N,Y,37.7860625,-122.3921764
MLS Listing,,Single Family Residential,454 Greenwich St,San Francisco,CA,94133,2500000,2,2.0,San Francisco,1700,1202,1928,10,1471,,Active,,,http://www.redfin.com/CA/San-Francisco/454-Greenwich-St-94133/home/1286726,San Francisco MLS,421521719,N,Y,37.802736,-122.4072598
MLS Listing,,Condo/Co-op,250 King St #368,San Francisco,CA,94107,610000,1,1.0,San Francisco,592,213232,2004,10,1030,799,Active,,,http://www.redfin.com/CA/San-Francisco/250-King-St-94107/unit-368/home/22889188,San Francisco MLS,421520105,N,Y,37.7776422,-122.3934181
MLS Listing,,Single Family Residential,612 Arlington St,San Francisco,CA,94131,1469000,3,2.5,San Francisco,2030,1616,1938,11,724,,Active,,,http://www.redfin.com/CA/San-Francisco/612-Arlington-St-94131/home/957967,San Francisco MLS,421525500,N,Y,37.7337454,-122.4322267
MLS Listing,,Condo/Co-op,255 Red Rock Way Unit 106H,San Francisco,CA,94131,759000,1,1.0,San Francisco,744,6993,1972,11,1020,597,Active,,,http://www.redfin.com/CA/San-Francisco/255-Red-Rock-Way-94131/unit-106H/home/1843726,San Francisco MLS,421525240,N,Y,37.7455837,-122.4430524
MLS Listing,,Condo/Co-op,3535 Wawona St #515,SAN FRANCISCO,CA,94116,1334000,2,2.0,SAN FRANCISCO,991,,2020,11,1346,542,Active,,,http://www.redfin.com/CA/San-Francisco/3535-Wawona-St-94116/unit-515/home/174613404,MLSListings,ML81832603,N,Y,37.7360911,-122.5046285
MLS Listing,,Condo/Co-op,631 Folsom St Unit 15B,San Francisco,CA,94107,1298000,2,2.0,San Francisco,,,2009,11,,995,Active,,,http://www.redfin.com/CA/San-Francisco/631-Folsom-St-94107/unit-15B/home/21966085,San Francisco MLS,421525321,N,Y,37.7847302,-122.3968612
MLS Listing,,Condo/Co-op,2447 Vallejo St #1,San Francisco,CA,94123,1295000,1,1.0,San Francisco,1325,4194,1923,11,977,475,Active,,,http://www.redfin.com/CA/San-Francisco/2447-Vallejo-St-94123/unit-1/home/999092,San Francisco MLS,421525161,N,Y,37.79463,-122.4375101
MLS Listing,,Single Family Residential,1721 Cabrillo St,San Francisco,CA,94121,1199000,2,1.0,San Francisco,1018,2500,1923,11,1178,,Active,,,http://www.redfin.com/CA/San-Francisco/1721-Cabrillo-St-94121/home/1643988,San Francisco MLS,421525424,N,Y,37.7746201,-122.4773066
MLS Listing,,Condo/Co-op,88 King St #313,San Francisco,CA,94107,1299000,2,2.0,San Francisco,1363,82157,2000,11,953,1154,Active,,,http://www.redfin.com/CA/San-Francisco/88-King-St-94107/unit-313/home/1489368,San Francisco MLS,421522586,N,Y,37.7806302,-122.3896249
MLS Listing,,Single Family Residential,291 Hearst Ave,SAN FRANCISCO,CA,94131,1500000,2,1.5,SAN FRANCISCO,1525,2495,1925,11,984,,Active,,,http://www.redfin.com/CA/San-Francisco/291-Hearst-Ave-94131/home/1582200,MLSListings,ML81831062,N,Y,37.7305739,-122.4440919
MLS Listing,,Multi-Family (5+ Unit),1935 - 1943 Hayes St,San Francisco,CA,94117,4300000,2,,San Francisco,10230,7609,1926,11,420,,Active,,,http://www.redfin.com/CA/San-Francisco/1935-Hayes-St-94117/home/2012887,San Francisco MLS,421525348,N,Y,37.7735069,-122.4483604
MLS Listing,,Condo/Co-op,2 Mint Plz #307,San Francisco,CA,94103,689000,1,1.0,San Francisco,685,7776,1926,11,1006,792,Active,,,http://www.redfin.com/CA/San-Francisco/2-Mint-Plz-94103/unit-307/home/17306089,San Francisco MLS,421524328,N,Y,37.7831725,-122.407689
MLS Listing,,Single Family Residential,201 Mateo St,San Francisco,CA,94131,1895000,3,2.5,San Francisco,1404,2501,1992,11,1350,,Active,,,http://www.redfin.com/CA/San-Francisco/201-Mateo-St-94131/home/806887,San Francisco MLS,421524593,N,Y,37.7363637,-122.4288154
MLS Listing,,Condo/Co-op,263 Texas St,San Francisco,CA,94107,798000,2,1.5,San Francisco,1073,2511,1880,11,744,300,Active,,,http://www.redfin.com/CA/San-Francisco/263-Texas-St-94107/home/1015498,San Francisco MLS,421525301,N,Y,37.7631236,-122.3953011
MLS Listing,,Condo/Co-op,900 Bush #717,San Francisco,CA,94109,799000,2,2.0,San Francisco,901,,,11,887,1144,Active,,,http://www.redfin.com/CA/San-Francisco/900-Bush-St-94109/unit-717/home/2030377,San Francisco MLS,421525302,N,Y,37.7899451,-122.4127266
MLS Listing,,Single Family Residential,444 Lakeview Ave,San Francisco,CA,94112,1395000,3,2.0,San Francisco,1950,2692,1942,11,715,,Active,,,http://www.redfin.com/CA/San-Francisco/444-Lakeview-Ave-94112/home/1150922,San Francisco MLS,507307,N,Y,37.7181885,-122.4538119
MLS Listing,,Single Family Residential,2849 Steiner St,San Francisco,CA,94123,3495000,4,3.0,San Francisco,3048,2200,1907,11,1147,,Active,,,http://www.redfin.com/CA/San-Francisco/2849-Steiner-St-94123/home/564323,San Francisco MLS,512065,N,Y,37.7957119,-122.4371635
MLS Listing,,Condo/Co-op,588 Minna St #506,San Francisco,CA,94103,799000,1,1.0,San Francisco,690,8084,2021,11,1158,556,Active,,,http://www.redfin.com/CA/San-Francisco/588-Minna-94103/unit-506/home/174610411,San Francisco MLS,421525205,N,Y,37.7790369,-122.4101047
MLS Listing,,Condo/Co-op,465 10th St #306,San Francisco,CA,94103,749000,1,1.5,San Francisco,694,9600,1924,11,1079,688,Active,,,http://www.redfin.com/CA/San-Francisco/465-10th-St-94103/unit-306/home/12395619,San Francisco MLS,421523736,N,Y,37.7709523,-122.4100535
MLS Listing,,Condo/Co-op,555 Golden Gate Ave Unit 7B,San Francisco,CA,94102,988000,2,1.0,San Francisco,754,,2020,11,1310,611,Active,,,http://www.redfin.com/CA/San-Francisco/555-Golden-Gate-Ave-94102/unit-7B/home/174609866,San Francisco MLS,421524854,N,Y,37.7808655,-122.4196054
MLS Listing,,Condo/Co-op,555 Golden Gate Ave Unit 8B2,San Francisco,CA,94102,798888,1,1.0,San Francisco,664,,2020,11,1203,612,Active,,,http://www.redfin.com/CA/San-Francisco/555-Golden-Gate-Ave-94102/unit-8B2/home/174609797,San Francisco MLS,421525187,N,Y,37.7808655,-122.4196054
MLS Listing,,Condo/Co-op,25 Sierra St Unit W302,San Francisco,CA,94107,1450000,2,2.5,San Francisco,2009,48750,2006,11,722,962,Active,,,http://www.redfin.com/CA/San-Francisco/25-Sierra-St-94107/unit-W302/home/174609796,San Francisco MLS,421523767,N,Y,37.7581766,-122.3957327
MLS Listing,,Condo/Co-op,555 Golden Gate Ave Unit 2B,San Francisco,CA,94102,689000,1,1.0,San Francisco,573,,2020,11,1202,553,Active,,,http://www.redfin.com/CA/San-Francisco/555-Golden-Gate-Ave-94102/unit-2B/home/174609700,San Francisco MLS,421524838,N,Y,37.7808655,-122.4196054
MLS Listing,,Single Family Residential,96 Alpha St,San Francisco,CA,94134,1299000,4,3.5,San Francisco,2896,2208,2008,11,449,,Active,,,http://www.redfin.com/CA/San-Francisco/96-Alpha-St-94134/home/8184862,San Francisco MLS,421522278,N,Y,37.7148537,-122.403512
MLS Listing,,Condo/Co-op,2448 Lombard St Unit 4F,San Francisco,CA,94123,1798888,2,2.0,San Francisco,1136,,2020,11,1584,682,Active,,,http://www.redfin.com/CA/San-Francisco/2448-Lombard-St-94123/unit-4F/home/174609384,San Francisco MLS,421524812,N,Y,37.7993413,-122.441967
MLS Listing,,Condo/Co-op,3226 Divisadero St Unit P2,San Francisco,CA,94123,1458000,2,2.0,San Francisco,1022,,2020,11,1427,659,Active,,,http://www.redfin.com/CA/San-Francisco/3226-Divisadero-St-94123/unit-P2/home/174609230,San Francisco MLS,421524784,N,Y,37.7995602,-122.4425586
MLS Listing,,Condo/Co-op,280 Spear St Unit 4K,San Francisco,CA,94105,825000,1,1.0,San Francisco,650,43996,,11,1269,1078,Active,,,http://www.redfin.com/CA/San-Francisco/280-Spear-St-94105/unit-4K/home/170519965,San Francisco MLS,421525102,N,Y,37.7903739,-122.3913812
MLS Listing,,Single Family Residential,2968 Sloat Blvd,San Francisco,CA,94116,1728000,4,3.5,San Francisco,2393,1366,1997,11,722,,Active,,,http://www.redfin.com/CA/San-Francisco/2968-Sloat-Blvd-94116/home/1873234,San Francisco MLS,421522774,N,Y,37.7357205,-122.5058247
MLS Listing,,Single Family Residential,41 Seminole Ave,San Francisco,CA,94112,949000,2,1.0,San Francisco,1087,2186,1930,11,873,,Active,,,http://www.redfin.com/CA/San-Francisco/41-Seminole-Ave-94112/home/1615112,San Francisco MLS,421524229,N,Y,37.718807,-122.4449324
MLS Listing,,Single Family Residential,3169 Washington St,San Francisco,CA,94115,3500000,5,4.5,San Francisco,3670,3192,1900,11,954,,Active,,,http://www.redfin.com/CA/San-Francisco/3169-Washington-St-94115/home/1188897,San Francisco MLS,421524320,N,Y,37.7899821,-122.4453909
MLS Listing,,Single Family Residential,284 Wheeler Ave,San Francisco,CA,94134,1238000,3,3.0,San Francisco,2000,2966,1924,11,619,,Active,,,http://www.redfin.com/CA/San-Francisco/284-Wheeler-Ave-94134/home/1122035,San Francisco MLS,421525047,N,Y,37.7120933,-122.4001138
MLS Listing,,Multi-Family (2-4 Unit),1405 48th Ave,San Francisco,CA,94122,1795000,4,4.0,San Francisco,3016,2099,1955,11,595,,Active,,,http://www.redfin.com/CA/San-Francisco/1405-48th-Ave-94122/home/1669111,San Francisco MLS,421524209,N,Y,37.7601002,-122.5082746
MLS Listing,,Condo/Co-op,25 Sierra St Unit E202,San Francisco,CA,94107,1250000,2,2.0,San Francisco,1242,48750,2006,11,1006,811,Active,,,http://www.redfin.com/CA/San-Francisco/25-Sierra-St-94107/unit-E202/home/12402480,San Francisco MLS,421524480,N,Y,37.7581766,-122.3957327
MLS Listing,,Multi-Family (2-4 Unit),770 - 772 Capp St,San Francisco,CA,94110,1799000,6,3.0,San Francisco,2184,2450,1890,11,824,,Active,,,http://www.redfin.com/CA/San-Francisco/770-Capp-St-94110/home/1783599,San Francisco MLS,421524718,N,Y,37.7543816,-122.4178657
MLS Listing,,Multi-Family (5+ Unit),1674 Washington St,San Francisco,CA,94109,2175000,3,4.0,San Francisco,5077,2195,1911,12,428,,Active,,,http://www.redfin.com/CA/San-Francisco/1674-Washington-St-94109/home/568822,San Francisco MLS,513183,N,Y,37.7934864,-122.4208169
MLS Listing,,Condo/Co-op,2708 Greenwich St #3,San Francisco,CA,94123,2995000,3,2.5,San Francisco,1998,3700,1891,12,1499,200,Active,,,http://www.redfin.com/CA/San-Francisco/2708-Greenwich-St-94123/unit-3/home/2021009,San Francisco MLS,421525020,N,Y,37.7980581,-122.444494
MLS Listing,,Condo/Co-op,1041 Alabama St,San Francisco,CA,94115,950000,2,1.0,San Francisco,1430,2596,1900,12,664,,Active,,,http://www.redfin.com/CA/San-Francisco/1041-Alabama-St-94110/home/733529,San Francisco MLS,421524708,N,Y,37.7552097,-122.4109293
MLS Listing,,Multi-Family (2-4 Unit),948 - 950 Jackson St,San Francisco,CA,94133,2295000,10,1.0,San Francisco,4362,1459,1908,12,526,,Active,,,http://www.redfin.com/CA/San-Francisco/948-Jackson-St-94133/home/1098247,San Francisco MLS,421524560,N,Y,37.7956647,-122.4108272
MLS Listing,,Condo/Co-op,601 Van Ness Ave #1030,San Francisco,CA,94102,680000,1,1.0,San Francisco,672,105806,1982,12,1012,940,Active,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-1030/home/578718,San Francisco MLS,421525009,N,Y,37.7813857,-122.4214063
MLS Listing,,Condo/Co-op,301 Mission St Unit 4E,San Francisco,CA,94105,1225000,2,2.0,San Francisco,1136,,2009,12,1078,1629,Active,,,http://www.redfin.com/CA/San-Francisco/301-Mission-St-94105/unit-4E/home/40142383,San Francisco MLS,421524906,N,Y,37.7903824,-122.3961531
MLS Listing,,Single Family Residential,588 12th Ave,SAN FRANCISCO,CA,94118,1399000,3,2.0,SAN FRANCISCO,1770,1437,1914,12,790,,Active,,,http://www.redfin.com/CA/San-Francisco/588-12th-Ave-94118/home/1692479,MLSListings,ML81832334,N,Y,37.7773068,-122.4703085
MLS Listing,,Multi-Family (2-4 Unit),1333 - 1335 42nd Ave,San Francisco,CA,94122,1495000,6,3.0,San Francisco,2925,2996,1947,12,511,,Active,,,http://www.redfin.com/CA/San-Francisco/1333-42nd-Ave-94122/home/1867048,San Francisco MLS,421524855,N,Y,37.7617772,-122.5020925
MLS Listing,,Multi-Family (2-4 Unit),1237 - 1241 Taylor St,San Francisco,CA,94108,2900000,10,6.0,San Francisco,4819,3781,1908,12,602,,Active,,,http://www.redfin.com/CA/San-Francisco/1237-Taylor-St-94108/home/548666,San Francisco MLS,421524858,N,Y,37.793939,-122.4132902
MLS Listing,,Multi-Family (2-4 Unit),4238 - 4240 21st St,San Francisco,CA,94114,3195000,6,4.0,San Francisco,3931,3032,1955,12,813,,Active,,,http://www.redfin.com/CA/San-Francisco/4238-21st-St-94114/home/675822,San Francisco MLS,508475,N,Y,37.7556417,-122.4384252
MLS Listing,,Single Family Residential,431 Joost Ave,San Francisco,CA,94127,959000,3,1.0,San Francisco,1135,2500,1947,12,845,,Active,,,http://www.redfin.com/CA/San-Francisco/431-Joost-Ave-94127/home/1928069,San Francisco MLS,513337,N,Y,37.7322109,-122.4450651
MLS Listing,,Multi-Family (2-4 Unit),359 - 361 Arlington St,San Francisco,CA,94131,1698000,0,,San Francisco,2530,1837,1900,12,671,,Active,,,http://www.redfin.com/CA/San-Francisco/359-Arlington-St-94131/home/1046150,San Francisco MLS,512385,N,Y,37.7360721,-122.4277544
MLS Listing,,Condo/Co-op,2121 Webster St #603,San Francisco,CA,94118,2998000,2,2.0,San Francisco,1360,47275,2016,12,2204,1735,Active,,,http://www.redfin.com/CA/San-Francisco/2121-Webster-St-94115/unit-603/home/113689128,San Francisco MLS,421517414,N,Y,37.7902671,-122.4331765
MLS Listing,,Condo/Co-op,1900 Sutter St #5,San Francisco,CA,94115,695000,1,1.0,San Francisco,567,9669,1980,12,1226,514,Active,,,http://www.redfin.com/CA/San-Francisco/1900-Sutter-St-94115/unit-5/home/174603823,San Francisco MLS,421524825,N,Y,37.786447,-122.431999
MLS Listing,,Condo/Co-op,60 Rausch St #307,San Francisco,CA,94103,1099000,2,2.0,San Francisco,1358,16836,2002,12,809,584,Active,,,http://www.redfin.com/CA/San-Francisco/60-Rausch-St-94103/unit-307/home/12398677,San Francisco MLS,421523989,N,Y,37.7761258,-122.4096776
MLS Listing,,Condo/Co-op,1770 Pacific Ave #303,San Francisco,CA,94109,1549000,2,2.0,San Francisco,1500,8108,1902,12,1033,758,Active,,,http://www.redfin.com/CA/San-Francisco/1770-Pacific-Ave-94109/unit-303/home/1594548,San Francisco MLS,421523450,N,Y,37.7949269,-122.4245083
MLS Listing,,Vacant Land,8 Orizaba Ave,SAN FRANCISCO,CA,94112,498000,,,SAN FRANCISCO,,2495,,12,,,Active,,,http://www.redfin.com/CA/San-Francisco/8-Orizaba-Ave-94112/unit-V/home/110066947,MLSListings,ML81832245,N,Y,37.7098256,-122.4622799
MLS Listing,,Condo/Co-op,101 Lombard St Unit 114W,San Francisco,CA,94111,950000,1,1.0,San Francisco,1062,113438,1983,12,895,1069,Active,,,http://www.redfin.com/CA/San-Francisco/101-Lombard-St-94111/unit-114W/home/1625953,San Francisco MLS,513811,N,Y,37.8037119,-122.4045338
MLS Listing,,Single Family Residential,401 Marietta Dr,San Francisco,CA,94127,1799000,5,2.5,San Francisco,2800,3972,,12,643,,Active,,,http://www.redfin.com/CA/San-Francisco/401-Marietta-Dr-94127/home/689620,San Francisco MLS,421521813,N,Y,37.737961,-122.4437127
MLS Listing,,Condo/Co-op,1905 Laguna St #305,San Francisco,CA,94115,1080000,1,1.0,San Francisco,768,6250,1924,12,1406,655,Active,,,http://www.redfin.com/CA/San-Francisco/1905-Laguna-St-94115/unit-305/home/1312913,San Francisco MLS,421519317,N,Y,37.7887184,-122.4290363
MLS Listing,,Single Family Residential,4258 26th St,San Francisco,CA,94131,6500000,5,4.5,Noe Valley,3980,2964,1890,12,1633,,Active,,,http://www.redfin.com/CA/San-Francisco/4258-26th-St-94131/home/2025296,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40939817,N,Y,37.7482178,-122.4351562
MLS Listing,,Single Family Residential,815 Peru Ave,San Francisco,CA,94112,1050000,2,1.0,San Francisco,,2374,1950,12,,,Active,,,http://www.redfin.com/CA/San-Francisco/815-Peru-Ave-94112/home/1849810,San Francisco MLS,421524317,N,Y,37.7248954,-122.4229713
MLS Listing,,Condo/Co-op,1177 California St #1207,San Francisco,CA,94109,1299000,2,2.0,San Francisco,1059,,1978,12,1227,1350,Active,,,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-1207/home/989297,San Francisco MLS,421524622,N,Y,37.7910262,-122.4136476
MLS Listing,,Condo/Co-op,181 Ofarrell St #513,San Francisco,CA,94102,2395000,3,2.0,San Francisco,2516,18882,2006,12,952,,Active,,,http://www.redfin.com/CA/San-Francisco/181-O-Farrell-St-94102/unit-513/home/17306929,San Francisco MLS,421516220,N,Y,37.7861884,-122.4076329
MLS Listing,,Single Family Residential,27 Boardman Pl,San Francisco,CA,94103,1895000,4,2.0,San Francisco,2878,2953,1936,12,658,,Active,,,http://www.redfin.com/CA/San-Francisco/27-Boardman-Pl-94103/home/727003,San Francisco MLS,421524274,N,Y,37.774915,-122.402951
MLS Listing,,Single Family Residential,2278 14th Ave,San Francisco,CA,94116,2185000,5,5.5,San Francisco,2388,3000,1933,12,915,,Active,,,http://www.redfin.com/CA/San-Francisco/2278-14th-Ave-94116/home/2036613,San Francisco MLS,421524226,N,Y,37.7456031,-122.4701521
MLS Listing,,Condo/Co-op,1300 22nd St #401,San Francisco,CA,94107,1475000,2,,San Francisco,969,32000,2016,12,1522,754,Active,,,http://www.redfin.com/CA/San-Francisco/1300-22nd-St-94107/unit-401/home/167315288,San Francisco MLS,421523727,N,Y,37.7578379,-122.3944714
MLS Listing,,Condo/Co-op,69 Summit Way,San Francisco,CA,94132,1395000,3,2.5,San Francisco,2133,1306,,12,654,314,Active,,,http://www.redfin.com/CA/San-Francisco/69-Summit-Way-94132/home/109315227,San Francisco MLS,421521048,N,Y,37.7148938,-122.4748004
